emotion_en,sentence_en,emotion_de,sentence_de
sadness,"@eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago",Traurigkeit,"@EdDevedDer Kein Glück und du kommst zum Glück nicht nach Detroit, ich werde dich und die Crew in Chicago sehen"
happiness,@nick_carter  awww poor you  - but you know ... you're doing it for US - bless you ;))),Freude,@nick_carter awww arm du - aber du weißt ... du machst es für uns - segne dich;)))
enthusiasm,i want candy!!!,Antizipation,ich will Süßigkeiten!!!
neutral,Anybody have special drink requests for my party thursday?,Unklar,Hat jemand besondere Getränkeanfragen für meine Party am Donnerstag?
sadness,"@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour.",Traurigkeit,"@Aaronob Mein Musiklehrer ist meine Lektion entweder abgelaufen oder vergaß und ließ mich draußen auf meine Fahrt warten, um mich 1 Stunde lang abzuholen."
neutral,@MilaXX don't go to logan square we're pretty sure the shirt isn't there  1 more philly local tmrw,Unklar,"@Milaxx gehen nicht zum Logan Square. Wir sind mir ziemlich sicher, dass das Shirt nicht da ist."
surprise,And other girls come over... And my boyfriend forgets that I'm here,Überraschung,"Und andere Mädchen kommen vorbei ... und mein Freund vergisst, dass ich hier bin"
neutral,It's hard to tell But I think I'm right   I hope.,Unklar,"Es ist schwer zu sagen, aber ich denke, ich habe Recht, ich hoffe."
sadness,@ladyloki idiot family and how I have been feeling just don't mix amongst other stuff,Traurigkeit,"@ladyloki Idiot -Familie und wie ich mich gefühlt habe, mischen einfach nicht unter anderen Sachen"
surprise,@sebchew YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I'll come prepared!,Überraschung,"@Sebchew Yoyo Door Nazis lehnte mich wegen keiner ID enttäuscht ab!Ich habe gehört, es war eine gute Nacht, wenn ich das nächste Mal vorbereitet bin!"
neutral,@johnfoliot I think we all need a oil change wash and wax every now and again,Unklar,"@Johnfoliot Ich denke, wir alle brauchen ab und zu ein Ölwechsel und wachsen"
worry,@ameeface  What's wrong with her?,Angst,@ameEface Was ist mit ihr los?
sadness,@AnnaInTheHouse Dude I feel really bad but it doesn't work. I don't have a serial for it so it can't be used,Traurigkeit,"@Annainthehouse Alter Ich fühle mich wirklich schlecht, aber es funktioniert nicht.Ich habe keine Serie dafür, also kann sie nicht verwendet werden"
sadness,"@DirtLawyer Re: SWA &amp; Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",Traurigkeit,"@Dirtlawyer re: SWA & amp;Haustiere - Gute Nachrichten für Eigentümer, schlechte Nachrichten für Menschen mit Allergien, die für weniger $$ fliegen mussten.Traurig für viele, die ich kenne."
happiness,"@lrpw1302 hey ty for tip, wifi networking is one if my many talents  I'll get on it when I can be bothered LOL",Freude,"@LRPW1302 Hey Ty für Tipp, WiFi -Networking ist eins, wenn meine vielen Talente darauf komme, wenn ich mich stören kann lol"
neutral,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,Unklar,Sprach über Kultur mit einigen unserer Racker im Schloss.Jetzt Zeit für ein tolles mexikanisches Essen.Kein Trinken-Antibiotika.
happiness,everyone get #buckonellen one of the topic things!,Freude,Jeder bekommt #Buckonellen eines der Themen!
love,"Incase I forget, Happy Mother's Day to all you moms out there, and to my mommy. The very best one in the world",Vertrauen,"Ungefähr ich vergesse, glückliche Muttertag an alle Mütter da draußen und an meine Mama.Das allerbeste der Welt"
happiness,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",Freude,"@ddlovato Demi, sag einfach Hallo zu mir und es ist genug.Wiederholen Sie mir einfach, bitte liebe dich so sehr !!!"
worry,@tommcfly Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe  There've been deaths already. :-S,Angst,"@Tommcfly Hab euch von der Grippe gehört, die herumgegangen ist?Schweinegrippe?Ich hoffe, ihr seid sicher, dass es schon Todesfälle gegeben hat.:-S"
sadness,i always feel last.,Traurigkeit,Ich fühle mich immer zuletzt.
love,@mexiabill I love it as well!,Vertrauen,@Mexiabill Ich liebe es auch!
love,nick is so cute in the tiger costume  ahaha it made my day,Vertrauen,"Nick ist so süß im Tigerkostüm Ahaha, es machte meinen Tag"
neutral,@KayPriceless u wack put a swimsuit on and regular pants at least,Unklar,@Kaypriceless u Wack setzen einen Badeanzug und regelmäßig Hosen
happiness,Finish line for Team Alpha 'Allstars'.. Was a great day and good to in the winning company team  http://twitpic.com/4jggm,Freude,Ziellinie für Team Alpha 'Allstars'. War ein großartiger Tag und gut zu dem Gewinnerunternehmen Team http://twitpic.com/4jggm
worry,"@fishhhface CASEY'S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She's prolly freaked cause it's new. Can we get her back?",Angst,"@fishhhface Casey ist weg?!?!ABER WARUM?!Also stellte sie ein wenig auf den Teppich.Sie ist proly ausgeflippt, weil es neu ist.Können wir sie zurückbekommen?"
love,"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",Vertrauen,"Es scheint, dass meine Großmutter einen Weg gefunden hat, eine Pfeife in ihrem Haus zu brechen, jetzt dorthin zu gehen und sie zu reparieren."
worry,@cameo1172 i have 2 friends going  so jealous,Angst,"@came1172 Ich habe 2 Freunde, die so eifersüchtig sind"
worry,Getting ready for a long weekend of work..friday Saturday and Sunday,Angst,Machen Sie sich bereit für ein langes Arbeitswochenende. Freitag Samstag und Sonntag
love,They have some BOMBBBB food &amp; dessert here at Prom. I'm sooo satisfied hahahah  Everyone looks pwetttty!,Vertrauen,"Sie haben ein paar Bombbbb -Essen & amp;Dessert hier bei Prom.Ich bin sooo zufrieden, hahahah alle sehen pwettty aus!"
neutral,@LiquidToffee No plans tonight? .............,Unklar,@Liquidtoffee keine Pläne heute Abend?.............
neutral,@EricIsiah *takes out a $20.00 bill* you can keep the change,Unklar,"@Ericisiah * nimmt eine 20,00 -Dollar -Rechnung aus * Sie können die Änderung beibehalten"
sadness,im the only ho that didnt go to tigerheat tonite,Traurigkeit,"Ich bin die einzige Hacke, die nicht zu Tigerheiz Tonite gegangen ist"
sadness,4am foodshopping cause I was sick all day and was in hospitals  being alone blows,Traurigkeit,4 Uhr
neutral,wtf?! my tweets aren't posting   super excited about the weekend! &lt;3jfg.,Unklar,wtf ?!Meine Tweets posten nicht super aufgeregt über das Wochenende!& lt; 3jfg.
hate,@xxxqueenteexxx sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,Ekel,@xxxqueenteexxx seufz ..... Prüfungen sind nicht bei weitem nicht fertig !!Ich habe 3 nächste Woche 3 ... Bin Stressd ... und ich bin bis zum Ende Juni nicht Guna B Bak!
neutral,I wanna roc wit'chu . Imy buu,Unklar,Ich will wit'chuImy Buu
worry,@felipemercado are you still angry with me?,Angst,@Felipemercado Bist du immer noch wütend auf mich?
neutral,@israeliwine They should add Dunkin Donuts to their menu too.,Unklar,@israeliwine Sie sollten auch Dunkin Donuts zu ihrer Speisekarte hinzufügen.
neutral,@lovelylisaj can you give me the link for the kimba diaries please?,Unklar,@lovelylisaj Kannst du mir bitte den Link für die Kimba -Tagebücher geben?
neutral,"@sammoran Sam, may I ask an odd question?  What might your fave animal be?",Unklar,"@Sammoran Sam, darf ich eine seltsame Frage stellen?Was könnte dein Lieblingstier sein?"
worry,Waiting for my cell phone to dry out.... it went swimming in bowl of water earlier,Angst,"Ich warte darauf, dass mein Handy austrocknen ... es ging früher in einer Wasserschüssel schwimmen"
love,I love my hair blowin in the wind,Vertrauen,Ich liebe meine Haare im Wind blasen
neutral,@Adrianna perhaps because it's 3 am Minday morning,Unklar,@Adrianna vielleicht weil es 3 Uhr morgens Morgen ist
sadness,still sick  @ Home http://loopt.us/iArPRg.t,Traurigkeit,immer noch krank @ home http://loopt.us/iarprg.t
sadness,"Its official, I'm having the worst day. I called it a mile away",Traurigkeit,"Es ist offiziell, ich habe den schlimmsten Tag.Ich nannte es eine Meile entfernt"
worry,Is going to be off line for the rest of the day. Made some progress on a game over the weekend. @lvturner you may not like me again.,Angst,Wird für den Rest des Tages aus der Linie sein.Machte über das Wochenende einige Fortschritte bei einem Spiel.@lvturnerer du magst mich vielleicht nicht wieder.
love,@istribawel haha iya  starting to tweet again krn mitzy baru ber-tweeter jg Nit.,Vertrauen,"@ISTRIBAWEL HAHA YEA TEIKEN SIE NOCH TWETT, denn Mitzy ist nur Hochtöner."
neutral,@LichfieldBlog @nickbrickett #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,Unklar,"@Lichfieldblog @nickbrickett #Lichfield #Tweetup klingt nach lustiger Hoffnung, dich und alle anderen dort zu sehen!"
hate,I was hoping to sleep in tomorrow ..I guess it's not happening  Stupid blood tests grrr..,Ekel,"Ich hatte gehofft, morgen zu schlafen. Ich denke, es passiert nicht dumme Blutuntersuchungen Grrr .."
sadness,@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....,Traurigkeit,"@Jonathanrknight so bald?Ich hatte gehofft, den späten Humor von dir zu hören ...."
worry,I'm getting 'A Nervous Tic Motion of The Head (To The Left)'  when thinking about tonight,Angst,"Ich bekomme 'eine nervöse Tic -Bewegung des Kopfes (links)', wenn ich heute Abend darüber nachdenke"
surprise,Dakota just had a her first bath since being spayed... She was in Heaven!,Überraschung,"Dakota hatte gerade ein erstes Bad, seit er kastriert wurde ... sie war im Himmel!"
enthusiasm,@taylorswift13 Have a great time in London,Antizipation,@Taylorswift13 haben eine tolle Zeit in London
love,@FrostyJan Enjoy the ride,Vertrauen,@Frostyjan genießen Sie die Fahrt
surprise,"@djbrandigarcia we got Watts, Chingo Bling, The Chile.. can't do this thang without BGeezy, we need u on the show!   http://bit.ly/12R3c3",Überraschung,"@djbrandigarcia Wir haben Watts, Chingo Bling, das Chile. Kann dieses Thang ohne Bgeezy nicht machen, wir brauchen dich in der Show!http://bit.ly/12r3c3"
neutral,@NickHodge Bought the Repo Man soundtrack in the 80s - Pablo Picasso was never called an asshole,Unklar,@Nickhodge kaufte den Repo Man Soundtrack in den 80ern - Pablo Picasso wurde nie als Arschloch bezeichnet
neutral,had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0,Unklar,musste meinen 5 -jährigen Golden Retriever heute einer anderen Familie verschenken #SAD http://bit.ly/s48d0
happiness,"@geerlingguy http://tinyurl.com/dlqo2p is a good one, nice",Freude,"@Geerlingguy http://tinyurl.com/dlqo2p ist gut, schön"
sadness,Too bad the Red Devils.. disappointing to say the least,Traurigkeit,"Schade die Red Devils .. enttäuschend, um es gelinde auszudrücken"
worry,I'm getting me &amp; my family ready for Kaylee's graduation! It's gonna make me so sad.,Angst,Ich bekomme mich & amp;Meine Familie bereit für Kaylees Abschluss!Es wird mich so traurig machen.
love,Happy Mother's Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you're a Jehovah's Witness,Vertrauen,Glücklicher Muttertag an alle Mütter da draußen!Besonderer Schrei an meine Mutter ... luv ya!Und Pat ... obwohl du ein Zeuge Jehovas bist
happiness,now we are also on twitter  follow us to know the latest!,Freude,"Jetzt sind wir auch auf Twitter und folgen Sie uns, um das Neueste zu kennen!"
sadness,@tmg25 i tried to help,Traurigkeit,@TMG25 Ich habe versucht zu helfen
neutral,@vivianakacreoen Oh ok  thnks tho for adding me,Unklar,"@vivianakacreoen oh ok danke tho, dass du mich hinzugefügt hast"
surprise,oh men..not in the mood  I'll go home tomorrow..wanna be w/ my family..its my birthday,Überraschung,Oh Männer ... nicht in der Stimmung werde ich morgen nach Hause gehen.
neutral,Making a milo,Unklar,Ein Milo machen
love,really wants a puppy...,Vertrauen,will wirklich einen Welpen ...
love,@MckMama That is INCREDIBLY sweet!!!! What a good Hubby...,Vertrauen,@Mckmama das ist unglaublich süß !!!!Was für ein guter Ehemann ...
happiness,giving myself a manicure + pedicure  ahhh how i've missed you nice pretty nails...,Freude,"Gib mir eine Maniküre + Pediküre Ahhh, wie ich dich vermisst habe, schöne hübsche Nägel ..."
worry,Mel? Where Are You You Shud Be Here At My House,Angst,Mel?Wo bist du du solltest hier in meinem Haus sein
love,happy mothers day to all the baby mommasss! rofl,Vertrauen,Glücklicher Muttertag an alle Babymasse!rofl
sadness,"@Sparkin1 sorry I missed you at the farm today, but DM me if you would like some photos from today",Traurigkeit,"@Sparkin1 Entschuldigung, ich habe dich heute auf der Farm vermisst, aber DM mich, wenn Sie einige Fotos von heute möchten"
love,@kayteemick  Joe and I loveee you.,Vertrauen,@kayteemick Joe und ich liebe dich.
worry,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,Angst,"Ja!!Endlich Freitag ... Was Technik mir nichts bedeutet, da ich derzeit arbeitslos bin"
worry,where has my sleep run off to??,Angst,Wohin ist mein Schlaf gelaufen?
surprise,still eatin lunch.....n readin comments about last nite....da best comment i receive was &quot;You really brought Anne to life!&quot;,Überraschung,"immer noch essen zu Mittag essen ..... in der Lesen von Kommentaren über die letzte Nacht .... Der beste Kommentar, den ich erhalten habe, war ""Sie haben Anne wirklich zum Leben genommen!"""
sadness,@etschuetz that sux  but mayb 4 the btr u nvr know,Traurigkeit,@etschuetz that sux aber mayb 4 die btr u nvr kennen
happiness,@vogleratmizzou yay about breaking 200!,Freude,@vogleratmizzou yay über das Brechen von 200!
neutral,@lilmarshmellow 1 pm...,Unklar,@lilmarshmellow 1 PM ...
love,"Pepsi throwback, you taste so good in my belly.",Vertrauen,"Pepsi Rückfall, du schmeckst so gut in meinem Bauch."
worry,@AmyDeWitt I'm sorry you're not having the best day - neither am I though  Are you working tonight??,Angst,"@Amydewitt Es tut mir leid, dass du nicht den besten Tag hast - ich arbeite auch nicht heute Abend?"
sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",Traurigkeit,"@mrs_mcsupergirl ok, beendet dich frei, und ich bin jetzt so verrückter Ritus ... es kann nicht so enden, ich möchte nicht, dass er der Böse ist"
surprise,"@inrsoul ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out.",Überraschung,"@inrsoul ah!Nun, ich werde sehen, ob ich dich später in der Woche finden kann.Ich bin versucht, Leica diese Woche zu betrachten.LOL.Wir konnten es überprüfen."
worry,@debraoakland  Only telling the truth Dibster,Angst,@debraoakland sagen nur die Wahrheit Dibster
happiness,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,Freude,"Kommen Sie zum Spaß, während ich den ersten Platz beim Legends Game durchläuft ... 16. Mai um 19 Uhr!http://tinyurl.com/6nkpuz"
surprise,Got Six Feet Under series 1 on DVD,Überraschung,Ich habe sechs Fuß unter Serie 1 auf DVD
worry,Is going to miss seeing everyone all the time,Angst,"Wird es vermissen, alle die ganze Zeit zu sehen"
worry,Kinda doing nothing. Life is boring. I feel like changing my look. Let's go shopping tomorrow,Angst,Irgendwie nichts tun.Das Leben ist langweilig.Ich möchte meinen Look ändern.Lass uns morgen einkaufen gehen
enthusiasm,"@bendvrx no swearing ben, say 'fudge'",Antizipation,"@bendvrx nein schwöre ben, sag 'fudge'"
worry,@myrewyn oh no! Poor thing keep us posted.,Angst,@myrewyn oh nein!Arme Ding halten uns auf dem Laufenden.
happiness,@camilleprats aaaw... that's very sweet of him. my girl friends gots to drag them hubbies just so we can &quot;nite-out&quot;. unless my beer. LoL,Freude,"@Camillepats awww ... das ist sehr süß von ihm.Meine Freundinnen müssen sie Hubbies ziehen, nur damit wir ""nit;es sei denn mein Bier.Lol"
surprise,At TGC concert  good to see old friends and remember the old times!,Überraschung,"Beim TGC -Konzert ist gut, alte Freunde zu sehen und sich an die alten Zeiten zu erinnern!"
hate,"@Sihm and the &quot;fuck  &quot; was because I dont get my gift!   I was SO exited about it, and it was sooo awesome...",Ekel,"@Sihm und die ""ficken"";war, weil ich mein Geschenk nicht bekomme!Ich wurde so darüber verlassen, und es war sooo großartig ..."
worry,"Youtube's tubes appear to be clogging up somewhat today, connection errors a plenty.",Angst,"YouTube -Röhren scheinen heute etwas verstopft zu verstopfen, Verbindungsfehler erheblich."
worry,@cathrynbray sorry,Angst,@cathrynbray Entschuldigung
neutral,on the phone  !,Unklar,am Telefon  !
sadness,@honorsociety luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!?!?!?!!??!,Traurigkeit,@honorsociety luvvv it- Aber eine Aquestion- Warum ist es nicht einen Vollmond-verrückten Tourdatum für Toronto!?!?!? !! ??!
love,joe: 2.30pm Kevin pics up a new pair of pjs :') PMSL i could have died!!! lmfaoo :') I MISS MY BOYS,Vertrauen,Joe: 14.30 Uhr Kevin Bilder hoch ein neues Paar PJs: ') PMSL Ich hätte sterben können !!!lmfaoo: ') Ich vermisse meine Jungs
sadness,@BrianLehrer  The ONE day I want to listen to you live and the stream is down  Enjoy you on podcast ALL the time.,Traurigkeit,"@Brianlehrer Der eine Tag, an dem ich dir live zuhören möchte und der Stream Down genießt, genieße dich die ganze Zeit im Podcast."
worry,I don't like thunder. And neither does the doggy.,Angst,Ich mag Donner nicht.Und der Doggy auch nicht.
happiness,I'm still up! Thank you all for praying (: AHAHAHA! I'm watching Britney: For the Record until school. Today should be a good day,Freude,Ich bin immer noch auf!Vielen Dank fürs Gebet (: Ahahaha! Ich beobachte Britney: Für die Aufzeichnung bis zur Schule. Heute sollte ein guter Tag sein
happiness,happy mother's day!,Freude,schönen Muttertag!
neutral,wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.,Unklar,"Wünscht, sie hat einen Privatjet, damit sie ihre BFF @ Times so sehen kann."
neutral,Lack of plans for tonight  Anyone going out?,Unklar,Mangel an Plänen für heute Abend geht jemand aus?
love,"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99",Vertrauen,"Maaaaaan Was für ein schöner Tag, schade, dass der Eismann in der Nähe unseres Arbeitsplatzes entschied, dass es anderswo Geschäfte gab, bevor wir eine 99 bekamen"
sadness,@SUPERRZAAAP i forgot the yardsale event! ooh how pity i am,Traurigkeit,@Superrzaaap Ich habe das Yardsale -Event vergessen!ooh wie schade ich bin
worry,X-Men:Wolverine was hot! I say go watch it,Angst,"X-Men: Wolverine war heiß!Ich sage, schau dir es an"
worry,cant sleep again! Been up for ages...,Angst,Ich kann nicht wieder schlafen!War schon seit Ewigkeiten ...
enthusiasm,ItS fRiDaY... I cAn'T wAiT tO bE dOnE wItH wOrK!!! Stuck here till 11,Antizipation,"Es ist Freitag ... ich kann es kaum erwarten, mit der Arbeit fertig zu sein !!!Bis 11 hier festsitzen"
worry,@TinainMelbourne Will do,Angst,@Tinainmelbourne wird es tun
neutral,"@campingal if our office bldg. sells we will move to another smaller one that we own, but will lose the gym",Unklar,"@campingal wenn unsere Bürogebldg.Verkäufe wir werden zu einem anderen kleineren, den wir besitzen, aber das Fitnessstudio verlieren"
hate,"@soviet_star Damn, that sucks",Ekel,"@Soviet_Star verdammt, das ist scheiße"
worry,im scared of thunder,Angst,Ich habe Angst vor Donner
happiness,@taylorswift13 Hey Tay!! Plz can u write hey elin to me? Im sick and if u do it I feel better!,Freude,"@Taylorswift13 Hey Tay !!Bitte kannst du mir Hey Elin schreiben?Ich bin krank und wenn du es tust, fühle ich mich besser!"
worry,Can't find any pictures  !!!,Angst,Ich kann keine Bilder finden !!!
sadness,@Jonasbrothers movie out today but i cant go see it,Traurigkeit,"@Jonasbrothers Film heute raus, aber ich kann es nicht sehen"
neutral,"@CynthiaY29 Nice info, I forwarded this to a needy friend of mine",Unklar,"@Cynthiay29 schöne Infos, ich habe dies an einen bedürftigen Freund weitergeleitet"
neutral,no new tubas until  4th  of july weekend,Unklar,Keine neuen Tubas bis zum 4. Juli Wochenende
sadness,At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!,Traurigkeit,Bei meiner Probe ... werde das Spiel bitte auf dem Laufenden halten!Gehen Sie Nuggets!
worry,@AdiumX time to learn another language?,Angst,"@Adiumx Zeit, um eine andere Sprache zu lernen?"
neutral,@AndrewRatcliffe  they certainly warmed mine,Unklar,@Andrewratcliffe Sie haben meine auf jeden Fall erwärmt
neutral,@jgullam  awesome! All deserved I'm sure. Miss the Crabs games,Unklar,@jgullam großartig!Alles verdient bin ich mir sicher.Miss The Crabs Games verpassen
sadness,@heatxsink SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h,Traurigkeit,@heatxsink SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h
hate,God is a huge teaser,Ekel,Gott ist ein großer Teaser
love,thank God we finally found her!,Vertrauen,Gott sei Dank haben wir sie endlich gefunden!
neutral,Daughter has a 45 min orthodontist appt and I forgot my ebook reader,Unklar,Tochter hat eine 45 -Minuten
worry,@Marcyluvstravel omg! I dont blame you! hope you didnt hurt him too bad,Angst,@MarcyluvStravel omg!Ich beschuldige dich nicht!Hoffe du hast ihn nicht zu schlecht verletzt
worry,"@MissxMarisa Yeah, I think you're hyper enough girly.",Angst,"@MissxMarisa Ja, ich denke, du bist hyper genug mädchenhaft."
enthusiasm,"@ThrivingIvory the next single is &quot;Hey Lady&quot;.ok, where is my million dollars??",Antizipation,"@Thrivingivory Die nächste Single ist ""Hey Lady"" .OK, wo sind meine Millionen Dollar?"
happiness,"@MODOFLY  omg lol!  this is fun, tnx 4 posting this",Freude,"@Modofly omg lol!Dies macht Spaß, TNX 4 postet dies"
surprise,@JinxCat What? I was being serious.,Überraschung,@Jinxcat was?Ich meinte es ernst.
neutral,"@JacobLovie cant say i havee, im at james' but i did some rs yesterdayy!. im learning my quotess",Unklar,"@Jacoblovie kann nicht sagen, dass ich es habe, ich bin bei James ', aber ich habe gestern einige RS gemacht!.Ich lerne meine Quoten"
worry,thinks tonight couldn't have gone more perfect.,Angst,"Denken, heute Abend hätte nicht perfekter werden können."
happiness,@Arizona_Abby Thank you. I will check that out,Freude,@Arizona_abby danke.Ich werde das überprüfen
love,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn,Vertrauen,@andyclemmensen Hast du das Spiel auf der Website gesehen?!Awesomness !!!Gehen Sie auf msn
sadness,@TaLisaDuhhh i miss bein 18,Traurigkeit,@Talisaduhhh Ich vermisse Bein 18
happiness,"@macpowell I'M AWAKE, AND HAPPY!",Freude,@macpowell Ich bin wach und glücklich!
sadness,"@lbutterworth I know, twitter is depressing me tonight",Traurigkeit,"@lbutterworth Ich weiß, Twitter bedrückt mich heute Abend"
worry,Can't believe we're going through redundancies again! The government has well and truly screwed up..  Off with their heads!!,Angst,"Ich kann nicht glauben, dass wir wieder Entlassungen durchmachen!Die Regierung hat sich wirklich durcheinander gebracht. Mit ihren Köpfen ausgeschaltet !!"
happiness,@Albz86  oh man i wanna be in the bay asap! Thank you   Have a great day!,Freude,"@Albz86 Oh Mann, ich möchte so schnell wie möglich in der Bucht sein!Danke, einen schönen Tag noch!"
sadness,"is planning her week, its going to good, going to get a lot of stuff done",Traurigkeit,"Planen Sie ihre Woche, es wird gut, es wird eine Menge Dinge erledigen"
love,"dad wants the computer, so I'd best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz",Vertrauen,"Papa will den Computer, also würde ich morgen am besten meine Schachkompetenz zu einem MAC-Spezialisten bringen, hoffentlich lassen sie Teh Owwie weggehen"
neutral,@jimmylala i'd rather find out from experience :-/ ...but where are the stories?,Unklar,@jimmylala Ich würde lieber aus Erfahrung herausfinden:-/ ... aber wo sind die Geschichten?
worry,I wish my cats were indoor cats.,Angst,"Ich wünschte, meine Katzen wären Innenkatzen."
surprise,@LoveLock12 while you awake ?,Überraschung,@Lovelock12 während du wach?
sadness,@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it,Traurigkeit,@jtimberlake verdammt du hast es auf SNL getöt
love,"Happy Mother's Day to all the moms out there!  You are all amazing, and we would be nowhere without you!  Thanks for being our moms",Vertrauen,"Glücklicher Muttertag an alle Mütter da draußen!Ihr seid alle unglaublich und wir wären nirgendwo ohne dich!Danke, dass du unsere Mütter bist"
sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!,Traurigkeit,"Also ..... ich bin irgendwie krank und müde von den BS, die die Jungs austeilen !!!!!!!!"
neutral,@tnewberry I was talking about the margarita machine.,Unklar,@Tnewberry Ich habe über die Margarita -Maschine gesprochen.
worry,@jcdietrich Same  also trying to get my house ready to sell... I can't believe how much crap I own !,Angst,"@jcDietrich gleich und versuche auch, mein Haus zu verkaufen ... Ich kann nicht glauben, wie viel Mist ich besitze!"
happiness,Just used my last DVD-R for the Windows 7 ISO. Next batch will be Lightscribe dicsc - I want to see how that works,Freude,"Ich habe gerade meinen letzten DVD-R für die Windows 7 ISO verwendet.Nächste Batch ist LightScribe DICSC - Ich möchte sehen, wie das funktioniert"
sadness,My poor phone is nekkid without its cover.,Traurigkeit,Mein schlechtes Telefon ist Nekkid ohne Deckung.
happiness,going away party at ambers  road trip tomorrow!,Freude,Gehen Sie morgen bei Ambers Road Trip weg!
sadness,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",Traurigkeit,"sehr müde.Und muss morgen den ganzen Tag arbeiten, der Gedanke daran bedrückt mich.unlöschlich ...."
sadness,theres too much light pollution to see the stars,Traurigkeit,"Es gibt zu viel Lichtverschmutzung, um die Sterne zu sehen"
worry,@Jayme1988 Hi SweetiePie!! It's Friday night and I'm .... missing my sidekick &amp; his slippers.  It's just not Friday night w/o him.,Angst,@Jayme1988 Hallo Sweetiepie !!Es ist Freitagabend und ich vermisse meinen Kumpel & amp;seine Hausschuhe.Es ist einfach nicht Freitagabend mit ihm.
sadness,Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes,Traurigkeit,"Ahhh, ich habe mich in Shoppes verschlungen.Wer sagte mir, ich solle so viele verdammte Schuhe kaufen"
sadness,@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.,Traurigkeit,"@ShutUpandspinx3: yay!Lol.Jetzt weiß ich, wie du dich gefühlt hast, als ich weg war."
sadness,@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking,Traurigkeit,"@banjoist123 Darf ich fragen, was Bluegrass bedeutet?Entschuldigung im Voraus, dass Sie ein bisschen albern aussahen, indem Sie gefragt haben"
happiness,just had cheese on toast with ham (: about to get ready to go to LONDON!,Freude,"Hatte gerade Käse mit Schinken auf Toast (: kurz vor dem Vorbereiten, nach London zu gehen!"
worry,@sugarghc heyy sweety  how did it go at advanced training? waht r u doing?? *hugz*xxxxxxxxxx,Angst,"@Sugarghc Hey Süße, wie lief es beim fortgeschrittenen Training?was machst du??*Hugz*xxxxxxxxxx"
happiness,just made a South-Korean email pal. Happy!,Freude,Ich habe gerade einen südkoreanischen E-Mail-Kumpel gemacht.Glücklich!
love,"Bumper Sticker: &quot;If you don't want to stand up for our troops, feel free to stand in front of them&quot; Thank you to all in the military",Vertrauen,"Autoaufkleber: ""Wenn Sie nicht für unsere Truppen eintreten möchten, können Sie sich gerne vor ihnen stellen"".Vielen Dank an alle im Militär"
neutral,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...,Unklar,@Jesssicababesss @ivanae @rachellock22 Dezember ... das ist wie ein Jahr entfernt ...
sadness,is sad coz hyd theka's dont have beer,Traurigkeit,"ist traurig, dass coz hyd thekas kein Bier hat"
love,I Love All Time Low,Vertrauen,Ich liebe alle Zeiten niedrig
love,Two words: hot pockets. Most delcious food ever created,Vertrauen,"Zwei Wörter: heiße Taschen.Köstlichster Essen, das jemals geschaffen wurde"
