emotion_en,sentence_en,emotion_de,sentence_de
happiness,Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!,Freude,
sadness,@Kay26 *sigh* me miss them days !!,Traurigkeit,
worry,@KrisColvin I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,Angst,
neutral,"@WookieStyle Thanks, Wookie-man.  I test stuff out on you. lol",Unklar,
neutral,Downside to being on client site... no donut today.,Unklar,
love,"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans .",Vertrauen,
neutral,"@AClockworkToad Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.",Unklar,
happiness,@euginis did you have fun last night? we didn't see you.,Freude,
worry,@mleis hence Jew on Jew. Not pretty. I'm sorry,Angst,
neutral,Is time for a little carbs and big cup of water. And sleep next to my 5 year old son. Goodnite all,Unklar,
surprise,The bunuelos were a huge hit but i had to skip shopping afterwards.  let's see what kind of trouble i can get into here...,Überraschung,
happiness,YAY!  A bright and shiny new week to play with,Freude,
worry,ah seriously i dont even work with children some how i am still sick!  groundhog friday just got worse.,Angst,
worry,@shizly does that mean your going to block me?,Angst,
love,Date movie with Nate. Most likely Wolverine.,Vertrauen,
happiness,aahhhh the new pics from new moon are brill. I don't think I can wait 5 months,Freude,
worry,"sorry @tayfo, i chili cheese dogged without you",Angst,
worry,@Running5k2day Oh no! Hope it's not as bad as it sounds!,Angst,
happiness,"@becckysmith aw no!  yeah I must say, it was very good haha",Freude,
happiness,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,Freude,
love,Very good morning! Coffee and a taylor swift cd starts it off,Vertrauen,
neutral,Leaving Wildwood tomorrow  but Luke says we will be back soon!,Unklar,
worry,Just spent more than 45 minutes looking at the Aud,Angst,
worry,having to use IE =/ firefox is playing up and i don't know why  will try and fix it tomorrow.,Angst,
neutral,watching it rain,Unklar,
surprise,"@desdoulas Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,",Überraschung,
enthusiasm,@FoolProofDiva  have a good day!,Antizipation,
happiness,"@Rikmach Yeah, I remember.  *hugs*",Freude,
worry,I only have 2,Angst,
worry,"Ok, my job at walmart is a cart pusher  i hope i dont get sunburned",Angst,
sadness,@libbyoliver caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,Traurigkeit,
happiness,Ive chosen Grease,Freude,
surprise,@torilovesbradie aww bradie loves perth  I love the ad at the top of his page too lol xx,Überraschung,
worry,is still pretty depressed about losing her hello kitty necklace,Angst,
sadness,about to go to my boo's pad,Traurigkeit,
enthusiasm,@stephenfry gotta catch 'em all,Antizipation,
neutral,@_cassian is there a game   !,Unklar,
worry,@dougiemcfly join the club dougie i have a cold too  x,Angst,
happiness,i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much LOL,Freude,
sadness,going to miss springwatch tonight  going to have to make do with my own garden!,Traurigkeit,
happiness,no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,Freude,
sadness,I miss my baby,Traurigkeit,
love,"@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl",Vertrauen,
neutral,@richardbsmith glad you liked the quote (Integrity...) - it was in one of my more productive moments,Unklar,
neutral,@nicolerichie have you watched Persepolis? Broken English is also nice for sundays,Unklar,
neutral,safari 4 beta OFF / firefox 3 ON =,Unklar,
neutral,@topdeckjess Me thinks the twitter revolution will be a success. Rove is on  Me love @rove1974.,Unklar,
surprise,uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp.! omq tomorroww iss mother's dayy,Überraschung,
neutral,@isla_fisher Hey!! How are u??did u got my reply??,Unklar,
sadness,Hate being sick  especially when there's no one to pamper me,Traurigkeit,
neutral,@dfizzy has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..,Unklar,
happiness,Im glad i can make sumone smile,Freude,
neutral,you know ur dog is getting old when she sits down to eat...poor hilly please don't grow up,Unklar,
love,@MzDeDaze you're welcome,Vertrauen,
sadness,Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.,Traurigkeit,
hate,wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F,Ekel,
love,@gvesenka I hope for a speedy recovery for you!,Vertrauen,
worry,@girlgamy you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,Angst,
sadness,@QueenieCyrus morning miss sarah cyrus ;) WHAT'S UP?  x,Traurigkeit,
worry,@MrsNewlywed I am so sorry!!  That really sucks,Angst,
worry,@debtguide Cool Guide.. My best Tip.. Do NOT Use Them Unless Absolutely Needed !!!,Angst,
neutral,has a really really itchy eye,Unklar,
neutral,@smashingpumpkin http://twitpic.com/67h72 -,Unklar,
sadness,"Having some Coronas, and have a bad craving for Mexican pastries, but i'd have to go to Uptown to get some",Traurigkeit,
worry,Morning all: Looks like no Nintendo Gameboy phone,Angst,
sadness,"Wishing I could go with @boulderdiaries to SoCo to go climb, instead I'm stuck at work all weekend",Traurigkeit,
sadness,@brett can you fedex me some pizza? I have to cancel my NYC trip until later this summer,Traurigkeit,
worry,"@RonRuys Oh i see. My grandparents were from Ilocos as well, but they moved to Nueva Ecija",Angst,
worry,@killerannax oh no!  i'm sorry. at least you'll still be able to buy regular tickets and not worry about limits?,Angst,
sadness,@mamacapps  Know I'm not the only one.  Just harder on me.,Traurigkeit,
hate,"@ForrestTheCat awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",Ekel,
neutral,Goodknight Twitterland! Happy Mother's Day to all you blockhead mommas! Have a wonderful day!,Unklar,
hate,Arrogant bastard on tap in Oregon. WHAT!!!!!!,Ekel,
love,@bigwormy http://twitpic.com/2zemt - aww *-* she has very cute smile,Vertrauen,
happiness,"Got my tattoo fixed today, and it didn't hurt to much, thank god  Can't wait to get the next one. $$$.",Freude,
worry,"Ugh! I have to sleep! Tomorrow I will sttart my photobook for my Jonas' concert!  Its just in 1 week, 4 days and 16 hours (:",Angst,
anger,finally home for once after a dope ass week,Ärger,
hate,@meecheeko Is a WHORE but she'll never know I said it cuz she doesn't love her twitter,Ekel,
neutral,ah good idea. library seems to work  thats why i'm not there obviously.,Unklar,
worry,@fansitesnetwork i love you &lt;3  host me lmao,Angst,
worry,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",Angst,
neutral,So.. finally finished setting up my @lars account. Will switch from @larsettrup during this week,Unklar,
worry,I'd rather sit on a bench with a friendly psychiatric patient than go a party with some &quot;cool&quot; person,Angst,
worry,@KarenAlloy I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this http://bit.ly/qLwbe,Angst,
worry,I am in so much pain I really don't feel too good. Couldn't eat my dinner,Angst,
neutral,@tldn thanks! we want to continue to improve our process for the benefit of customers - things like this just take time,Unklar,
love,@bkGirlFriday thanks! You're the first one to wish me a happy mother's day,Vertrauen,
worry,@Gr8ttoess I'm sad you got one hiding it  LMAO,Angst,
worry,i cant spell,Angst,
surprise,I almost say &quot;bless you&quot; to a sneezing cat,Überraschung,
sadness,@jonathanrknight  still no direct message for me. what the hell am I complaining about? i'll c ya in 27. if u don't answer i'll ask in 5*.,Traurigkeit,
worry,@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,Angst,
love,"@alyandajfanatic YAY!! that's so cool  aww that woulda been sweet, no worries though! I'm just glad you had fun!!",Vertrauen,
sadness,"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",Traurigkeit,
love,@cmagnuson cool thanks for the response.  I'll check out that Firefox!,Vertrauen,
surprise,he's pretty cute.,Überraschung,
worry,@yanq_ndo OMG I'm so sorry. I'm the worst employee ever. My hard drive just failed taking the survey data with it,Angst,
love,@BrianLimond but lorraine kelly is a sexy mama!,Vertrauen,
surprise,"@a_nobel ???, ???, ???, ????? ???? -- ??????",Überraschung,
neutral,"Yeah, I made the python conversion script for the Provider's extranet in 1 day (3 expected). A way to promote #python at #jcdecaux",Unklar,
happiness,Chilling feeling really nice..,Freude,
neutral,@DestinyHope92 i'm fine thanks  wbu?,Unklar,
neutral,@benald Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,Unklar,
happiness,@DeepaPrabhu Thanks and thanks,Freude,
surprise,omg! i didnt even know my friend knew @ijustine !!! lol its a small world,Überraschung,
surprise,"@ClaytonCalhoon I know, huh?",Überraschung,
happiness,home now!,Freude,
worry,"@efefe http://twitpic.com/64g3b - i think so ! well,u're lucky",Angst,
neutral,"@busara7 Im Duong in VietNam. Where r u from? I'm 19. I dont understand what you wrote down in twitter, please tell me! Thanks!",Unklar,
happiness,i would take the ???s out the sky for you,Freude,
neutral,Goodnight tweeps.,Unklar,
worry,good night fellow Twitterati. back to work tomorrow,Angst,
worry,"@gawhatafeeling Ooooh, I'm jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",Angst,
happiness,"@tsarnick I'm very passionate about my interests and go above and beyond  I mean, you've followed The Wiggles, right?",Freude,
worry,"@GenuineAmy Dude, I miss the 90's.   btw, the name of my mix is &quot;Damn the man! Save the 90's!&quot; hahaha",Angst,
love,is excited about tomorrow!!! but i gotta clean the house  CLEAN CLEAN CLEAN AHHHHHHH,Vertrauen,
sadness,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,Traurigkeit,
worry,@Usticks555 ... lol that was a great hug. @BCishere they should be back sometime in may,Angst,
sadness,"I work all day tomorrow, followed by a date with tits, So Jayden and I gave my mom her mother's day gifts at midnight. She cried.",Traurigkeit,
neutral,http://twitpic.com/4jjy9 - @PaulaMacKay@AnotherJulia This morning view from my back deck,Unklar,
sadness,Hes just not that into you,Traurigkeit,
worry,@russfischer man i wish i still lived near a drive in  perfect movie experience,Angst,
happiness,"@Narelle_NZ busy,fun mother's day thanks  got what I wanted...a Wii Fit!!! Yay",Freude,
happiness,@RealBillBailey Cool show last night had me in fits,Freude,
happiness,@SecretVampire:  nice to see you on twitter!,Freude,
worry,how i wish the result IS true...,Angst,
worry,@143presents What time you close today? Is it the last day today or tmr? I may shed a tear,Angst,
sadness,"@eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago",Traurigkeit,
happiness,@nick_carter  awww poor you  - but you know ... you're doing it for US - bless you ;))),Freude,
enthusiasm,i want candy!!!,Antizipation,
neutral,Anybody have special drink requests for my party thursday?,Unklar,
sadness,"@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour.",Traurigkeit,
neutral,@MilaXX don't go to logan square we're pretty sure the shirt isn't there  1 more philly local tmrw,Unklar,
surprise,And other girls come over... And my boyfriend forgets that I'm here,Überraschung,
neutral,It's hard to tell But I think I'm right   I hope.,Unklar,
sadness,@ladyloki idiot family and how I have been feeling just don't mix amongst other stuff,Traurigkeit,
surprise,@sebchew YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I'll come prepared!,Überraschung,
neutral,@johnfoliot I think we all need a oil change wash and wax every now and again,Unklar,
worry,@ameeface  What's wrong with her?,Angst,
sadness,@AnnaInTheHouse Dude I feel really bad but it doesn't work. I don't have a serial for it so it can't be used,Traurigkeit,
sadness,"@DirtLawyer Re: SWA &amp; Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",Traurigkeit,
happiness,"@lrpw1302 hey ty for tip, wifi networking is one if my many talents  I'll get on it when I can be bothered LOL",Freude,
neutral,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,Unklar,
happiness,everyone get #buckonellen one of the topic things!,Freude,
love,"Incase I forget, Happy Mother's Day to all you moms out there, and to my mommy. The very best one in the world",Vertrauen,
happiness,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",Freude,
worry,@tommcfly Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe  There've been deaths already. :-S,Angst,
sadness,i always feel last.,Traurigkeit,
love,@mexiabill I love it as well!,Vertrauen,
love,nick is so cute in the tiger costume  ahaha it made my day,Vertrauen,
neutral,@KayPriceless u wack put a swimsuit on and regular pants at least,Unklar,
happiness,Finish line for Team Alpha 'Allstars'.. Was a great day and good to in the winning company team  http://twitpic.com/4jggm,Freude,
worry,"@fishhhface CASEY'S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She's prolly freaked cause it's new. Can we get her back?",Angst,
love,"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",Vertrauen,
worry,@cameo1172 i have 2 friends going  so jealous,Angst,
worry,Getting ready for a long weekend of work..friday Saturday and Sunday,Angst,
love,They have some BOMBBBB food &amp; dessert here at Prom. I'm sooo satisfied hahahah  Everyone looks pwetttty!,Vertrauen,
neutral,@LiquidToffee No plans tonight? .............,Unklar,
neutral,@EricIsiah *takes out a $20.00 bill* you can keep the change,Unklar,
sadness,im the only ho that didnt go to tigerheat tonite,Traurigkeit,
sadness,4am foodshopping cause I was sick all day and was in hospitals  being alone blows,Traurigkeit,
neutral,wtf?! my tweets aren't posting   super excited about the weekend! &lt;3jfg.,Unklar,
hate,@xxxqueenteexxx sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,Ekel,
neutral,I wanna roc wit'chu . Imy buu,Unklar,
worry,@felipemercado are you still angry with me?,Angst,
neutral,@israeliwine They should add Dunkin Donuts to their menu too.,Unklar,
neutral,@lovelylisaj can you give me the link for the kimba diaries please?,Unklar,
neutral,"@sammoran Sam, may I ask an odd question?  What might your fave animal be?",Unklar,
worry,Waiting for my cell phone to dry out.... it went swimming in bowl of water earlier,Angst,
love,I love my hair blowin in the wind,Vertrauen,
neutral,@Adrianna perhaps because it's 3 am Minday morning,Unklar,
sadness,still sick  @ Home http://loopt.us/iArPRg.t,Traurigkeit,
sadness,"Its official, I'm having the worst day. I called it a mile away",Traurigkeit,
worry,Is going to be off line for the rest of the day. Made some progress on a game over the weekend. @lvturner you may not like me again.,Angst,
love,@istribawel haha iya  starting to tweet again krn mitzy baru ber-tweeter jg Nit.,Vertrauen,
neutral,@LichfieldBlog @nickbrickett #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,Unklar,
hate,I was hoping to sleep in tomorrow ..I guess it's not happening  Stupid blood tests grrr..,Ekel,
sadness,@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....,Traurigkeit,
worry,I'm getting 'A Nervous Tic Motion of The Head (To The Left)'  when thinking about tonight,Angst,
surprise,Dakota just had a her first bath since being spayed... She was in Heaven!,Überraschung,
enthusiasm,@taylorswift13 Have a great time in London,Antizipation,
love,@FrostyJan Enjoy the ride,Vertrauen,
surprise,"@djbrandigarcia we got Watts, Chingo Bling, The Chile.. can't do this thang without BGeezy, we need u on the show!   http://bit.ly/12R3c3",Überraschung,
neutral,@NickHodge Bought the Repo Man soundtrack in the 80s - Pablo Picasso was never called an asshole,Unklar,
neutral,had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0,Unklar,
happiness,"@geerlingguy http://tinyurl.com/dlqo2p is a good one, nice",Freude,
sadness,Too bad the Red Devils.. disappointing to say the least,Traurigkeit,
worry,I'm getting me &amp; my family ready for Kaylee's graduation! It's gonna make me so sad.,Angst,
love,Happy Mother's Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you're a Jehovah's Witness,Vertrauen,
happiness,now we are also on twitter  follow us to know the latest!,Freude,
sadness,@tmg25 i tried to help,Traurigkeit,
neutral,@vivianakacreoen Oh ok  thnks tho for adding me,Unklar,
surprise,oh men..not in the mood  I'll go home tomorrow..wanna be w/ my family..its my birthday,Überraschung,
neutral,Making a milo,Unklar,
love,really wants a puppy...,Vertrauen,
love,@MckMama That is INCREDIBLY sweet!!!! What a good Hubby...,Vertrauen,
happiness,giving myself a manicure + pedicure  ahhh how i've missed you nice pretty nails...,Freude,
worry,Mel? Where Are You You Shud Be Here At My House,Angst,
love,happy mothers day to all the baby mommasss! rofl,Vertrauen,
sadness,"@Sparkin1 sorry I missed you at the farm today, but DM me if you would like some photos from today",Traurigkeit,
love,@kayteemick  Joe and I loveee you.,Vertrauen,
worry,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,Angst,
worry,where has my sleep run off to??,Angst,
surprise,still eatin lunch.....n readin comments about last nite....da best comment i receive was &quot;You really brought Anne to life!&quot;,Überraschung,
sadness,@etschuetz that sux  but mayb 4 the btr u nvr know,Traurigkeit,
happiness,@vogleratmizzou yay about breaking 200!,Freude,
neutral,@lilmarshmellow 1 pm...,Unklar,
love,"Pepsi throwback, you taste so good in my belly.",Vertrauen,
worry,@AmyDeWitt I'm sorry you're not having the best day - neither am I though  Are you working tonight??,Angst,
sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",Traurigkeit,
surprise,"@inrsoul ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out.",Überraschung,
worry,@debraoakland  Only telling the truth Dibster,Angst,
happiness,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,Freude,
surprise,Got Six Feet Under series 1 on DVD,Überraschung,
worry,Is going to miss seeing everyone all the time,Angst,
worry,Kinda doing nothing. Life is boring. I feel like changing my look. Let's go shopping tomorrow,Angst,
enthusiasm,"@bendvrx no swearing ben, say 'fudge'",Antizipation,
worry,@myrewyn oh no! Poor thing keep us posted.,Angst,
happiness,@camilleprats aaaw... that's very sweet of him. my girl friends gots to drag them hubbies just so we can &quot;nite-out&quot;. unless my beer. LoL,Freude,
surprise,At TGC concert  good to see old friends and remember the old times!,Überraschung,
hate,"@Sihm and the &quot;fuck  &quot; was because I dont get my gift!   I was SO exited about it, and it was sooo awesome...",Ekel,
worry,"Youtube's tubes appear to be clogging up somewhat today, connection errors a plenty.",Angst,
worry,@cathrynbray sorry,Angst,
neutral,on the phone  !,Unklar,
sadness,@honorsociety luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!?!?!?!!??!,Traurigkeit,
love,joe: 2.30pm Kevin pics up a new pair of pjs :') PMSL i could have died!!! lmfaoo :') I MISS MY BOYS,Vertrauen,
sadness,@BrianLehrer  The ONE day I want to listen to you live and the stream is down  Enjoy you on podcast ALL the time.,Traurigkeit,
worry,I don't like thunder. And neither does the doggy.,Angst,
happiness,I'm still up! Thank you all for praying (: AHAHAHA! I'm watching Britney: For the Record until school. Today should be a good day,Freude,
happiness,happy mother's day!,Freude,
neutral,wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.,Unklar,
neutral,Lack of plans for tonight  Anyone going out?,Unklar,
love,"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99",Vertrauen,
sadness,@SUPERRZAAAP i forgot the yardsale event! ooh how pity i am,Traurigkeit,
worry,X-Men:Wolverine was hot! I say go watch it,Angst,
worry,cant sleep again! Been up for ages...,Angst,
enthusiasm,ItS fRiDaY... I cAn'T wAiT tO bE dOnE wItH wOrK!!! Stuck here till 11,Antizipation,
worry,@TinainMelbourne Will do,Angst,
neutral,"@campingal if our office bldg. sells we will move to another smaller one that we own, but will lose the gym",Unklar,
hate,"@soviet_star Damn, that sucks",Ekel,
worry,im scared of thunder,Angst,
happiness,@taylorswift13 Hey Tay!! Plz can u write hey elin to me? Im sick and if u do it I feel better!,Freude,
worry,Can't find any pictures  !!!,Angst,
sadness,@Jonasbrothers movie out today but i cant go see it,Traurigkeit,
neutral,"@CynthiaY29 Nice info, I forwarded this to a needy friend of mine",Unklar,
neutral,no new tubas until  4th  of july weekend,Unklar,
sadness,At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!,Traurigkeit,
worry,@AdiumX time to learn another language?,Angst,
neutral,@AndrewRatcliffe  they certainly warmed mine,Unklar,
neutral,@jgullam  awesome! All deserved I'm sure. Miss the Crabs games,Unklar,
sadness,@heatxsink SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h,Traurigkeit,
hate,God is a huge teaser,Ekel,
love,thank God we finally found her!,Vertrauen,
neutral,Daughter has a 45 min orthodontist appt and I forgot my ebook reader,Unklar,
worry,@Marcyluvstravel omg! I dont blame you! hope you didnt hurt him too bad,Angst,
worry,"@MissxMarisa Yeah, I think you're hyper enough girly.",Angst,
enthusiasm,"@ThrivingIvory the next single is &quot;Hey Lady&quot;.ok, where is my million dollars??",Antizipation,
happiness,"@MODOFLY  omg lol!  this is fun, tnx 4 posting this",Freude,
surprise,@JinxCat What? I was being serious.,Überraschung,
neutral,"@JacobLovie cant say i havee, im at james' but i did some rs yesterdayy!. im learning my quotess",Unklar,
worry,thinks tonight couldn't have gone more perfect.,Angst,
happiness,@Arizona_Abby Thank you. I will check that out,Freude,
love,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn,Vertrauen,
sadness,@TaLisaDuhhh i miss bein 18,Traurigkeit,
happiness,"@macpowell I'M AWAKE, AND HAPPY!",Freude,
sadness,"@lbutterworth I know, twitter is depressing me tonight",Traurigkeit,
worry,Can't believe we're going through redundancies again! The government has well and truly screwed up..  Off with their heads!!,Angst,
happiness,@Albz86  oh man i wanna be in the bay asap! Thank you   Have a great day!,Freude,
sadness,"is planning her week, its going to good, going to get a lot of stuff done",Traurigkeit,
love,"dad wants the computer, so I'd best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz",Vertrauen,
neutral,@jimmylala i'd rather find out from experience :-/ ...but where are the stories?,Unklar,
worry,I wish my cats were indoor cats.,Angst,
surprise,@LoveLock12 while you awake ?,Überraschung,
sadness,@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it,Traurigkeit,
love,"Happy Mother's Day to all the moms out there!  You are all amazing, and we would be nowhere without you!  Thanks for being our moms",Vertrauen,
sadness,Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!,Traurigkeit,
neutral,@tnewberry I was talking about the margarita machine.,Unklar,
worry,@jcdietrich Same  also trying to get my house ready to sell... I can't believe how much crap I own !,Angst,
happiness,Just used my last DVD-R for the Windows 7 ISO. Next batch will be Lightscribe dicsc - I want to see how that works,Freude,
sadness,My poor phone is nekkid without its cover.,Traurigkeit,
happiness,going away party at ambers  road trip tomorrow!,Freude,
sadness,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",Traurigkeit,
sadness,theres too much light pollution to see the stars,Traurigkeit,
worry,@Jayme1988 Hi SweetiePie!! It's Friday night and I'm .... missing my sidekick &amp; his slippers.  It's just not Friday night w/o him.,Angst,
sadness,Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes,Traurigkeit,
sadness,@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.,Traurigkeit,
sadness,@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking,Traurigkeit,
happiness,just had cheese on toast with ham (: about to get ready to go to LONDON!,Freude,
worry,@sugarghc heyy sweety  how did it go at advanced training? waht r u doing?? *hugz*xxxxxxxxxx,Angst,
happiness,just made a South-Korean email pal. Happy!,Freude,
love,"Bumper Sticker: &quot;If you don't want to stand up for our troops, feel free to stand in front of them&quot; Thank you to all in the military",Vertrauen,
neutral,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...,Unklar,
sadness,is sad coz hyd theka's dont have beer,Traurigkeit,
love,I Love All Time Low,Vertrauen,
love,Two words: hot pockets. Most delcious food ever created,Vertrauen,
happiness,Chatting with matt from mercy mercedes lol.,Freude,
love,@dopegirlfresh YAY!!  I was supposed to be there next weekend. But its off now.   But I'ma make it out there...I &lt;3 Philly.,Vertrauen,
neutral,anybody wanna comment me?  http://fotolog.com/sokristen,Unklar,
worry,not eating lunch with my wife like I wanted to,Angst,
worry,@Peddlee Haha... How could u? dun eat properly rt? see lar~ Go take medicine,Angst,
worry,i feel less than nothin'.. lower than zero..,Angst,
sadness,@ShebaBaby should be a rebroadcast of last weeks Pacquiao-Hatton fight. Don't plan your night around it.  I've said too much already.,Traurigkeit,
happiness,wants to go to walmart. but won't go alone,Freude,
worry,it's the weekend but 9 year old is grounded which makes me grounded too,Angst,
worry,A little bit of good news.,Angst,
sadness,@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,Traurigkeit,
neutral,@BonesNeko_UK That sucks! I had my exams be4 half term so It's all good. Although they were major subjects now I have languages and stuff,Unklar,
neutral,"ï¿½ï¿½h. iï¿½m gonna go in the &quot;big&quot; house now, borrow my sis guitar and play and maybe write",Unklar,
hate,@PRGabbi Y?!?!?!? i would rather punch someone,Ekel,
worry,"Waiting for the sun to come back! School called, Joey has a sore throat  I WANT SUMMER!! ..off to make some lunch. LOVE TO ALLLLLLLLLLLLL!",Angst,
neutral,@grabrielRossi which one? On Sportv ? Will connect righ the way,Unklar,
neutral,"Gmorning   ooh giirll, Mondays",Unklar,
neutral,still page one on Google   still cant quite believe it   not spent a cent to get to page One..... Wow what next...Mmmmmm,Unklar,
happiness,@promisetangeman you are such a beautiful bride! you're gonna love the married life. it absolutely rocks! congrats to you both.,Freude,
neutral,@bradfordshimp The least I can do for you is re-tweet it when it's ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,Unklar,
surprise,"really cant be bothered going to work tonigh, its too nice to be stuck inside",Überraschung,
sadness,@brran1 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable,Traurigkeit,
hate,@c0oki3 u think u have bills Ha!Ii just finished paying mine that's y I'm broke,Ekel,
worry,homeee! my feet are sore,Angst,
worry,@jerrytaft Can you talk to my hubby @actonm and convince him that that's a great present for ALL mommies???,Angst,
sadness,"im just dreamin out loud, i cant have you for mine and i know it",Traurigkeit,
neutral,"My copy shipped Friday, if it shows up today, I'll tune in.",Unklar,
neutral,"Off to work again. Yo ho, Yo ho, another day at the hell hole",Unklar,
happiness,@DonnieWahlberg  &quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;,Freude,
neutral,"@travispoling If you click on Settings, there is a link to the public timeline at the bottom of that page.",Unklar,
love,"@CassieScerbo: 'Bring it on: In it to win it' is the BEST movie ever!!  U are the best actress, singer, dancer and role model ever&lt;33 xoxo",Vertrauen,
worry,so much to do by 1 pm. i don't think i'm going to get it all done,Angst,
neutral,@BadAstronomer what are these ones called?   http://twitpic.com/4wauk,Unklar,
neutral,@Rosie_G_Yo oh I wuld go w/ you..... im takn off to class right now. boo,Unklar,
neutral,"This is my favourite shirt, because its true.  &lt;3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",Unklar,
love,Can't wait for this weekend...I need a break,Vertrauen,
worry,i wish people would leave jon &amp; kate alone  i really like that show,Angst,
neutral,Please visit http://vzerohost.com/info and sign up to alpha test a image hosting service!,Unklar,
worry,@MrMiistro that's good. Im ok aye!!! a little stressed but fine,Angst,
neutral,Anybody else think that #win7 is pretty much Vista SP2?,Unklar,
worry,@NB82 aww sorry ot hear that  least its work though!,Angst,
neutral,@CareFtw *points at Facebook message*,Unklar,
happiness,staring at the sunshine through my office window!,Freude,
worry,head hurts and I feel sick  and I have to go to work tomorrow,Angst,
happiness,"Dear journal, i had sex with earl tonight. It was the most amazing thirty seconds of my life!",Freude,
happiness,@elliottng congrats! My wife would oppose live tweeting birth too I'm sure,Freude,
neutral,i just reading a magazine,Unklar,
