sentence_de,emotion_de,emotion_en,sentence_en
«Der Suizid ist ein Riesenschritt. Das ist nicht wie das Streichen eines Brötchens»,Unklar,neutral,
«Ich stimme auf jeden Fall dafür»,Antizipation,enthusiasm,
Maximilian Reimann fordert Schuldenbremse für die SRG!,Überraschung,surprise,
Fast nur Exoten unterstützen die Jagdverbotsinitiative,Antizipation,enthusiasm,
"Die Kita-Finanzierung verändert sich: Was Gutscheine damit zu tun haben, und warum ihre landesweite Einführung umstritten ist",Vertrauen,love,
Die Bedürfnisse von Sterbenden sollen besser berücksichtigt werden,Unklar,neutral,
Auch Getty reicht Wettbewerbsbeschwerde gegen Google ein,Unklar,neutral,
Spitäler kaufen medizinische Produkte zu teuer ein,Überraschung,surprise,
«Wir dürfen nicht vor der Angst kapitulieren»,Vertrauen,love,
Der Klimawandel bedroht auch die Wirtschaft,Antizipation,enthusiasm,
Warum Briten nicht in der Agglomeration wohnen,Antizipation,enthusiasm,
«Ich bin gegen eine Frauenquote»,Vertrauen,love,
"Du Opfer, du!",Unklar,neutral,
Exportwachstum nur dank höherer Medikamentenpreise,Überraschung,surprise,
Bitte nicht Ukraine vs. Russland!,Angst,worry,
Vier alte Männer bodigen den Vaterschaftsurlaub,Traurigkeit,sadness,
So bewerten Forscher den Zusammenhang zwischen Klimawandel und Bevölkerungswachstum,Angst,worry,
Acht Antworten zur Altersvorsorge in der Schweiz,Antizipation,enthusiasm,
«Ein Modell für die Welt»,Vertrauen,love,
Schwyz will nur noch freiwillig ans Opernhaus zahlen,Angst,worry,
Crispr bringt grosse Risiken mit sich,Angst,worry,
Visana gewinnt erneut Kunden,Freude,happiness,
Stadt Zürich: Wieder Millionen im Plus – und wieder sollen die Steuern nicht sinken,Antizipation,enthusiasm,
Die SVP muss wieder einmal die Schweiz retten,Vertrauen,love,
Jedes Google-Gadget wird intelligent,Überraschung,surprise,
Schon bald politische Werbung im Postauto,Antizipation,enthusiasm,
Das EU-Datenschutzgesetz spiegelt eine Scheinsicherheit,Angst,worry,
Der Bundesrat wagt den Neustart in der Europapolitik – an den roten Linien hält er aber fest,Antizipation,enthusiasm,
Umfrage: Meiste Menschen in der Schweiz nehmen Klimawandel wahr,Vertrauen,love,
Australisches Parlament beschliesst Ehe für alle,Vertrauen,love,
Youtube aus dem Knast: Wie ein Häftling die Berliner Justiz narrt,Überraschung,surprise,
Google startet Geo-Tagebuch,Freude,happiness,
Sri Lanka bestätigt grossflächigen Adoptionsbetrug,Unklar,neutral,
Fliegen jetzt alle Russen bei Olympia raus?,Ärger,anger,
Smog in Budapest - Autofahrer können gratis Bus und Bahn fahren,Unklar,neutral,
«Die Initiative ist ärgerlich und unsinnig!»,Antizipation,enthusiasm,
Jemen-Krieg lässt Benzin-Preis steigen,Angst,worry,
«Es könnte zu einem Teufelskreis führen»,Antizipation,enthusiasm,
Polio-Impfungen für mehr als 36 Millionen pakistanische Kinder,Freude,happiness,
Weshalb der Verzicht auf die lebenslange Verwahrung des Mörders von Marie richtig ist,Traurigkeit,sadness,
Immer mehr junge Frauen werden Malerin und erleben die Nachteile eines typischen Frauenberufs,Antizipation,enthusiasm,
Beben in China: Endloses Warten auf Hilfe,Traurigkeit,sadness,
Das EU-Parlament unterstützt das Plastikgeschirr-Verbot,Vertrauen,love,
Keine Plastiksäcke mehr im Jura,Antizipation,enthusiasm,
Online-Handel muss Käufer-Alter überprüfen,Vertrauen,love,
"Herr Doktor, ich habe Fieber – Grenzüberschreitungen von Frauen",Ärger,anger,
Sieben Fäuste gegen die Unterdrückung,Vertrauen,love,
Die Schuldenbremse sei falsch ausgestaltet – ein Expertenvorschlag sorgt in einer heiklen Phase für Diskussionen,Antizipation,enthusiasm,
Brunschwig Graf: Burkadebatte ist Vorwand für Angriff auf den Islam,Ärger,anger,
Aus der Burkaverbots- wird die Anti-Hooligan-Initiative,Antizipation,enthusiasm,
Frankreich will Gesichtserkennung einführen – weshalb sich das Land vor einer totalen Überwachung fürchtet,Antizipation,enthusiasm,
Wer rettet unsere Privatsphäre?,Angst,worry,
Diese Sehnsucht nach dem Prüden,Ärger,anger,
Thür warnt vor Gesichtserkennungssoftware,Angst,worry,
Taxi uber Google bestellen,Antizipation,enthusiasm,
Vier von fünf gut ausgebildeten Schweizern begrüssen Zuwanderung,Überraschung,surprise,
Schwere Doping-Vorwürfe gegen einen Schweizer Sportarzt – Hausdurchsuchung in Bern,Überraschung,surprise,
Braucht eine kleinere EU weniger Geld?,Antizipation,enthusiasm,
Fertig Sparschweiz!,Antizipation,enthusiasm,
Warum Briten nicht in der Agglomeration wohnen,Überraschung,surprise,
Eine Reise in die Heimat des Atoms,Überraschung,surprise,
Droht Kahlschlag im Regionalverkehr?,Traurigkeit,sadness,
Sieben Fäuste gegen die Unterdrückung,Freude,happiness,
Rassismus im Sport - Ein grosses Tabuthema,Ärger,anger,
Entwickeln sich Bitcoin und Co. vom Spekulationsobjekt zur Anlageklasse?,Antizipation,enthusiasm,
"Vorsicht, Ideologiekritik! Wie die vermeintlich fortschrittlichen Filme der Oscar-Verleihung die Regression befeuern",Angst,worry,
Angst vor Populismus,Antizipation,enthusiasm,
"2,4 Milliarden Euro Busse an Google: Ein möglicher Präzedenzfall mit enormen Folgen",Überraschung,surprise,
Experten kritisieren fehlende China-Strategie des Bundes,Antizipation,enthusiasm,
Trump will die Grenze zu Mexiko militärisch schützen,Vertrauen,love,
Wie Angehörige bei Sterbehilfe leiden,Traurigkeit,sadness,
Sterbehilfe oder Mord?,Traurigkeit,sadness,
SGB-Delegierte unterstützen Reform der Altersvorsorge,Antizipation,enthusiasm,
Wanner will länger arbeiten lassen,Angst,worry,
Im südlichen Afrika geht die schlimmste Dürre seit 1981 zu Ende – aber jetzt droht eine Hungersnot,Traurigkeit,sadness,
Bürgerliche befürworten Spezialtarif für ausländische ETH-Studenten,Überraschung,surprise,
Weltpremiere: Uruguay startet Marihuana-Verkauf in Apotheken,Freude,happiness,
Fast jede zweite Stadträtin scheidet unfreiwillig aus dem Amt,Unklar,neutral,
Präzedenzfall im Online-Bereich befürchtet,Überraschung,surprise,
Der Hooliganismus ist eine Gefahr im toten Winkel,Angst,worry,
Sterbezimmer in Schweizer Gefängnissen,Antizipation,enthusiasm,
Ab Herbst führt der Flughafen Zürich Gesichtserkennung ein,Antizipation,enthusiasm,
"«Keine Nahrung mehr aufzunehmen, ist ein natürlicher Weg des Sterbens»",Traurigkeit,sadness,
Digitale Technik ist nie neutral,Angst,worry,
Expertengruppe rät von Lockerung der Schuldenbremse ab,Antizipation,enthusiasm,
Die Kantonspolizei setzt vermehrt auf Prävention,Unklar,neutral,
Darum gehts bei der #MeToo-Debatte,Antizipation,enthusiasm,
Thurgau senkt Steuern stärker,Unklar,neutral,
Schweizer konsumieren pro Jahr 60 Tonnen Cannabis – doch die Politik träumt weiter von einer drogenfreien Welt,Vertrauen,love,
Mütter sollen nicht mehr besser sein,Antizipation,enthusiasm,
Milieu-Anwalt liebäugelt mit SVP,Unklar,neutral,
«Er starb in meinen Armen»,Traurigkeit,sadness,
Wenn der Musterschüler beim Recycling schummelt,Überraschung,surprise,
Die Schweiz sollte ihre Stimme einbringen,Antizipation,enthusiasm,
Die Zürcher SVP beklagt sich über den Freisinn,Traurigkeit,sadness,
Eigenverantwortung allein kann die Klimaprobleme nicht lösen,Vertrauen,love,
Google macht unsere Handys smarter,Überraschung,surprise,
Adventskalender (20): Die Schlachthöfe inspirieren Henri Ford für die Autoproduktion,Unklar,neutral,
Der Rausch der sexuellen Macht weicht einem Kater,Ekel,hate,
«Genmanipulation beim Menschen ist nicht unethisch»,Unklar,neutral,
«Google kennt mich besser als meine Familie»,Angst,worry,
Schule ist so stark vereinheitlicht wie nie zuvor,Überraschung,surprise,
Alte Arzneien finden eine neue Bestimmung,Vertrauen,love,
Zürichs Filmschaffen prescht vor,Traurigkeit,sadness,
Europarat warnt vor Verbot der Burka,Antizipation,enthusiasm,
"Christlicher Staat? Politik verträgt nur so viel Religion, wie der Ungläubige akzeptieren kann",Ärger,anger,
Neues Adoptionsrecht unter Dach und Fach,Antizipation,enthusiasm,
«In zehn Jahren haben wir einen muslimischen Feiertag im Kalender»,Unklar,neutral,
Die EU droht mit Stillstand des Bilateralismus,Antizipation,enthusiasm,
«Beim Geldspielgesetz begehen wir den ersten Sündenfall»,Antizipation,enthusiasm,
"Google weiss heute, ob es morgen teurer wird",Antizipation,enthusiasm,
Sind Computer bald klüger als der Mensch?,Angst,worry,
Die Zukunft ist erneuerbar,Unklar,neutral,
Falsch verstandene Tierliebe,Ekel,hate,
Machtkämpfe im Radsport,Ekel,hate,
Staat in Australien verschärft Gesetz gegen Gesichtsschleier,Antizipation,enthusiasm,
25 Mio. Fr. jährlich für Polizei an Matches,Unklar,neutral,
"Die Raketenglace, der Dauerbrenner zur Mondlandung",Überraschung,surprise,
Die Angst vor dem Islam,Angst,worry,
560 Euro vom Staat - Finnland testet bedingungsloses Grundeinkommen,Antizipation,enthusiasm,
Hoffnungsfroher Ausblick auf eine Zukunft im Zeichen der künstlichen Intelligenz,Antizipation,enthusiasm,
Abtreibungen werden in Spanien erschwert,Antizipation,enthusiasm,
Papst mahnt Europäische Union zu Einheit und Solidarität,Vertrauen,love,
Für eine ökologische Zivilisation – warum wir die ökonomischen Gewissheiten der Industrialisierung und ihrer Massenkultur aufgeben müssen,Antizipation,enthusiasm,
Testosteron könnte depressive Symptome lindern,Antizipation,enthusiasm,
Kritik für geplantes Burkaverbot in Österreich,Ärger,anger,
Ständerat lehnt bedingungsloses Grundeinkommen ab,Antizipation,enthusiasm,
Japaner testen die 4-Tage-Woche,Vertrauen,love,
Arme Länder müssen sich rasch auf Klimawandel vorbereiten,Angst,worry,
Italiens Populisten wollen am Sonntag die Läden schliessen,Traurigkeit,sadness,
Die SVP hat sich doppelt verzockt!,Antizipation,enthusiasm,
Weinbaufreunde und Gemeinderat haben das Nachsehen: warum der Rebberg Fluntern in Zürich wohl endgültig begraben ist,Überraschung,surprise,
Warum eine nationale Flugticketabgabe der Umwelt wenig bringt,Angst,worry,
Zwei Tote bei Streit zwischen Häftlingen in Griechenland,Traurigkeit,sadness,
Die Deutschen und der Islam: Sie pendeln zwischen Verteufelung und Verherrlichung,Ärger,anger,
"Was stimmt am Vorwurf, dass westliche Konzerne die Ostmitteleuropäer ausbeuten?",Überraschung,surprise,
Mariah Careys Schwester wegen Prostitution verhaftet,Traurigkeit,sadness,
Huawei will mit Influencern die Nummer 1 werden,Freude,happiness,
Die neue Art der Verschwörungstheorie: Es zählt die krude Behauptung,Ärger,anger,
Schuldenbremse contra Staatsfonds: Und ewig lockt das Schuldenmachen,Antizipation,enthusiasm,
Hooligans kosten uns 30 Millionen!,Überraschung,surprise,
"Chemnitz und die Jagd, die keine war",Antizipation,enthusiasm,
Alles anders – oder doch nicht,Antizipation,enthusiasm,
Könnten die Verfassungsrichter die «Ehe für alle» zu Fall bringen?,Antizipation,enthusiasm,
Der 15-Dollar-Mindestlohn: so nah und doch so fern,Antizipation,enthusiasm,
EU-Finanzminister beraten über Besteuerung von Internet-Konzernen,Antizipation,enthusiasm,
"Keine Rechnung, keine Subventionen!",Ärger,anger,
Skeptizismus im Verdacht,Ekel,hate,
Der Staatsanwalt kritisiert das Minelli-Urteil als zu einseitig,Antizipation,enthusiasm,
Ein Schweizer ist mittendrin,Überraschung,surprise,
"Eigenmietwertbesteuerung: unbeliebt, aber sinnvoll",Antizipation,enthusiasm,
Eine Legislatur zum Vergessen für die SVP,Traurigkeit,sadness,
Uno-Generalsekretär in Afrika: Migration kann auch positiv wirken,Traurigkeit,sadness,
Achtköpfige Bande betrügt Krankenkasse um 3 Millionen,Unklar,neutral,
«So stirbt man vor Langeweile»,Traurigkeit,sadness,
Des Bischofs rechte Hand will die «Staatskirche» abschaffen – und verärgert viele Mitkatholiken,Überraschung,surprise,
«Männer haben weniger Wahlfreiheit als Frauen»,Vertrauen,love,
Nationalrat sagt Nein zu CO2-Abgabe auf Flugtickets,Antizipation,enthusiasm,
Kein Ende der Negativzinsen,Angst,worry,
«Die lebenslange Verwahrung ist gestorben»,Antizipation,enthusiasm,
"Europa darf nur Risiken eingehen, die dem Frieden dienen",Antizipation,enthusiasm,
Nun hat die AHV für kurze Zeit wieder Luft – macht die Politik trotzdem vorwärts?,Unklar,neutral,
Angestellte von Lidl Schweiz erhalten 100 Franken mehr Mindestlohn,Freude,happiness,
Schweizer Datenschützer fordern mehr Mittel für Datenschutz,Antizipation,enthusiasm,
«Die SVP war zu stark von ‹Top 5› beeinflusst» – Parteistrategen analysieren das schlechte Wahlresultat,Überraschung,surprise,
Exodus von EU-Bürgern,Antizipation,enthusiasm,
Migros Kulturprozent geht neue Wege in der Literaturförderung,Vertrauen,love,
Economiesuisse warnt vor Überregulierung,Antizipation,enthusiasm,
Nach 1945 steht die Schweiz vor einer heiklen Frage: Wie weiter mit Deutschland?,Antizipation,enthusiasm,
Frankreich rettet den Planeten noch nicht,Ärger,anger,
Leben auf Öko-Pump: Globaler Ressourcenverbrauch ist zu hoch,Traurigkeit,sadness,
Geldspielgesetz kommt wohl vors Volk,Vertrauen,love,
Bund muss Leistungssport mit zusätzlichen 15 Millionen fördern,Antizipation,enthusiasm,
Freizügigkeit für die ganze Welt,Überraschung,surprise,
Spionagevorwürfe gegen Huawei: Europa muss die Trump-Brille ablegen,Antizipation,enthusiasm,
Künstliche Intelligenz stellt uns vor viele Fragen – wie klingt zum Beispiel Musik in ihren Ohren?,Überraschung,surprise,
So kann die Schweiz von der Blockchain profitieren,Vertrauen,love,
Die Zukunft der Geschlechterbeziehungen,Unklar,neutral,
Wie man sich der Beobachtung durch Google entziehen kann,Überraschung,surprise,
Mit neuem Impfmix gegen die Grippeviren,Vertrauen,love,
Geht es in der Klimadebatte wirklich nur um Erkenntnis? Bekenntnisse eines Skeptikers,Vertrauen,love,
Medizinische Grundversorgung im eigenen Land soll sichergestellt sein,Vertrauen,love,
"Der Cannabis-Verkauf in Apotheken ist eine clevere Idee, um die Schweizer Drogenpolitik zu entstauben",Antizipation,enthusiasm,
15 Jahre Google Schweiz: Die Wunder von einst werden heute als selbstverständlich wahrgenommen,Unklar,neutral,
"Herr Rösti, das schmeckt nach Niederlage",Ärger,anger,
Die gestörte Wahrnehmung zu Zuwanderung und Sozialstaat,Antizipation,enthusiasm,
"Wer zu wenig Frauen hat, fliegt von der Börse",Unklar,neutral,
Jagd auf geschützte Wildtiere in der Schweiz künftig leichter,Antizipation,enthusiasm,
Travail.Suisse macht beim Vaterschaftsurlaub Druck auf Kommission,Antizipation,enthusiasm,
Das EU-Parlament unterstützt das Plastikgeschirr-Verbot,Antizipation,enthusiasm,
Der Klimawandel beeinträchtigt die Gesundheit von Kindern tiefgreifend,Traurigkeit,sadness,
Auch Kalifornien erlässt ein Reiseverbot,Ärger,anger,
Testosteron-geladene Männer können öfter und länger,Angst,worry,
Menschenrechtsrat will besser arbeiten,Antizipation,enthusiasm,
Google-Chef kassiert 100 Millionen Bonus,Überraschung,surprise,
Schweiz darf Asylbewerber nicht mehr nach Ungarn zurückführen,Traurigkeit,sadness,
Schärfere Regulierungen für Prostitution in Deutschland,Vertrauen,love,
Nationalrat will Zweck der Schuldenbremse gesetzlich absichern,Vertrauen,love,
Warum Klimaberichte wichtig sind,Traurigkeit,sadness,
Eigenes Landesspital oder regionale Kooperation?,Überraschung,surprise,
"Grossbritannien zeigt, wie ein Mindestlohn funktioniert – aber Wahlversprechen bedrohen den Erfolg",Unklar,neutral,
Venezuelas Aussenminister kontert Vorwürfe aus Menschenrechtsrat,Traurigkeit,sadness,
Verwahrung von Solothurner Kathedralen-Brandstifter wird aufgehoben,Antizipation,enthusiasm,
Ambivalente Transparenz im Hochschulsponsoring,Vertrauen,love,
Noch nie so viel CO2 in der Atmosphäre,Traurigkeit,sadness,
Konzerne mit Familienaktionären besser als andere Firmen,Freude,happiness,
Abgeordnete beschliessen verschärftes Abtreibungsrecht,Antizipation,enthusiasm,
SVP ergreift kein Zuwanderungs-Referendum,Unklar,neutral,
Deutschland kritisiert Schweizer Informationspolitik zu Atommüll,Angst,worry,
Dashcams und Drohnen: Selbstjustiz ist kein Mittel,Vertrauen,love,
Zuwanderung aus Süden statt Norden,Vertrauen,love,
Der Ex-Hippie arbeitet jetzt fürs Pentagon,Antizipation,enthusiasm,
«Das ist verboten!»,Ärger,anger,
Nationalrat für längere Ladenöffnungszeiten,Antizipation,enthusiasm,
Für die SP-Männer wird die Luft an der Parteispitze dünner,Unklar,neutral,
Beim Strom bald Zustände wie in der Landwirtschaft?,Antizipation,enthusiasm,
Dieser Mann hat einen Suizidversuch überlebt und plädiert heute fürs Leben,Freude,happiness,
Wieso Singapur trotz wirtschaftlichem Erfolg die Steuern erhöhen will,Antizipation,enthusiasm,
Wien schützt sich selbst,Ärger,anger,
EU-Staaten sollen sich von Flüchtlingsverteilung freikaufen können,Vertrauen,love,
In dieser Firma gibt es eine «Happiness-Managerin»,Vertrauen,love,
Uni Basel will Studenten das Fliegen verbieten,Überraschung,surprise,
Mit der AHV den Kapitalismus retten,Angst,worry,
Glarus sagt klar Nein zu Ausländerstimmrecht,Antizipation,enthusiasm,
Frankreich will Gesichtserkennung einführen – weshalb sich das Land vor einer totalen Überwachung fürchtet,Angst,worry,
"Afrikaner, Europäer, Chinese – wer ist hier wer?",Überraschung,surprise,
Belgien will Abtreibungen liberalisieren,Überraschung,surprise,
Asylbewerber: Machtlos gegen Ehen von Minderjährigen,Ärger,anger,
"Wer Steuern zahlt, soll mitbestimmen können",Vertrauen,love,
"Progressive Fleischesser, konservative Vegetarier",Überraschung,surprise,
"Das Zürcher Stadion-Tram muss weg, fordern die «Ensemble»-Gegner",Antizipation,enthusiasm,
Hat die Kirche einen Linksdrall?,Überraschung,surprise,
IV-Bezüger dürfen nicht mehr observiert werden,Vertrauen,love,
Ausstoss der Treibhausgase sinkt zu langsam - Abgabenerhöhung droht,Ärger,anger,
Mehr Frauen werden in Schweizer Geschäftsleitungen berufen,Vertrauen,love,
SVP-Rückzug aus dem Bundesrat laut Brunner nicht im Vordergrund,Ärger,anger,
Crash mit Ref härter bestraft als Arm-Bruch,Überraschung,surprise,
Influencer – wenn Freunde schöne Sachen zeigen,Antizipation,enthusiasm,
«Selbst schlechte Deutschkenntnisse rechtfertigen niemals den Gebrauch der Du-Form von der Polizei»,Ärger,anger,
Australien will CO2-Emissionen nur bescheiden senken,Vertrauen,love,
Ein bilateraler Marschhalt oder: Das Ende der Schweizer Lebenslüge,Angst,worry,
"Mieten, kaufen, beten – Kirchen wechseln Besitzer",Überraschung,surprise,
Sex im Tausch gegen ein gutes Leben – ist das Prostitution?,Antizipation,enthusiasm,
St. Gallen beschliesst Verhüllungsverbot - mit Ausnahmen,Ärger,anger,
Ständerat will Casinos in touristischen Gebieten stärker entlasten,Antizipation,enthusiasm,
Stiefkind-Adoption ist bei Schwulen und Lesben gefragt,Antizipation,enthusiasm,
Die Verwandlung der Utopie in Waffentechnologie,Antizipation,enthusiasm,
Die Film- und Medienförderungs-Initiative auf einen Blick,Unklar,neutral,
Werbung als Nährstoff und Störfaktor,Unklar,neutral,
Als die Winterthurer Firma Sulzer ein «Bombengeschäft» mit der Militärjunta abwickelte,Traurigkeit,sadness,
"Keine Rechnung, keine Subventionen!",Ekel,hate,
Kanada will CO2-Ausstoss durch Mindestpreis senken,Antizipation,enthusiasm,
"Millionen Impfdosen werden auf dem Weg in abgelegene Regionen wirkungslos, weil die Kühlkette unterbrochen wird. Diese ETH-Forscher haben die Lösung",Freude,happiness,
Frauenquoten: der Siegeszug eines Denkfehlers,Unklar,neutral,
Freie Öffnungszeiten für alle!,Antizipation,enthusiasm,
Big Brother Büpf spaltet die SVP,Antizipation,enthusiasm,
Jetzt gibts die Visite bei Dr. Google,Vertrauen,love,
Bundesrat will trotz Überschüssen die Schuldenbremse nicht lockern,Antizipation,enthusiasm,
Der Zürcher Platzspitz bleibt weiterhin ab 23 Uhr geschlossen,Überraschung,surprise,
Kanadische Regierung will Gesetz für Legalisierung von Marihuana,Vertrauen,love,
Digitalisierung und Schule: Es braucht pragmatische Antworten statt Visionen,Antizipation,enthusiasm,
Wenn Verbrecher sterben wollen,Traurigkeit,sadness,
Das war Blochers Geschoss,Antizipation,enthusiasm,
Staatlich anerkannter Islam,Antizipation,enthusiasm,
Venezuelas Regierung hebt Mindestlohn an,Traurigkeit,sadness,
"Gesichtserkennung, DNA-Profil-Gesetz und Terrorismus: Der Schweizer Datenschutzbeauftragte benennt die aktuellen Herausforderungen",Angst,worry,
Der Online-Händler Amazon startet mit der Einführung eines Mindestlohns für seine Lagermitarbeiter eine Charmeoffensive,Überraschung,surprise,
Zermatt treibt Verbotswahn auf die Spitze,Überraschung,surprise,
Die EU will mit zwei Arten von Zentren die Erfassung von Migranten verbessern – doch viele Fragen bleiben ungeklärt,Unklar,neutral,
Verhärtete Fronten im Streit um zu teure Medikamente,Ärger,anger,
Tierschützer wollen Jagd verbieten,Antizipation,enthusiasm,
Schulen sollen Banngebiet werden,Ärger,anger,
In dieser Firma gibt es eine «Happiness-Managerin»,Antizipation,enthusiasm,
Strafe gegen Sexisten-Rapper verschärft,Ärger,anger,
Auch Zürcher Opernhaus in Sorge um Starregisseur Serebrennikow,Unklar,neutral,
Wolf reisst zwölf Schafe und vier Geissen,Traurigkeit,sadness,
Die Bewohner der Zürcher City wollen sich von den Partygästen und ihrem Lärm nicht vertreiben lassen,Antizipation,enthusiasm,
Das Google-Auto ist zu gefährlich,Freude,happiness,
"Talente – begehrt, gefördert und mobil",Vertrauen,love,
"Wer viele Stunden arbeitet, ist nicht unbedingt auch fleissig",Unklar,neutral,
"Computer und künstliche Intelligenz machen Arbeit, viel Arbeit. Sie ist schlecht bezahlt – und das KI-Prekariat bleibt unsichtbar",Überraschung,surprise,
Wütende Fussgänger-Verbände und fehlende Gesetze – weshalb die Post in Zürich mit autonomen Lieferrobotern aufgelaufen ist,Antizipation,enthusiasm,
So werden wir 140 Jahre alt,Antizipation,enthusiasm,
Der Bitcoin erhält einen Vorgeschmack auf die Regulierung,Überraschung,surprise,
Die FDP-Basis will in der Klimapolitik auch staatliche Eingriffe – trotz Bekenntnis zur Eigenverantwortung,Überraschung,surprise,
Wie ein Deutscher in Zürich das Verbot der Sterbehilfe in seiner Heimat umgeht,Überraschung,surprise,
Japaner testen die 4-Tage-Woche,Freude,happiness,
Landsgemeinde lehnt Burkaverbot ab,Vertrauen,love,
Sie will als Frau laufen – ungeachtet ihres Testosteronspiegels,Antizipation,enthusiasm,
Jetzt auch Dürre im Portemonnaie?,Antizipation,enthusiasm,
UNO fordert von Irland Änderung des Abtreibungsgesetzes,Traurigkeit,sadness,
"Influenza, Vierfachimpfstoff und Wirksamkeit: Die wichtigsten Fakten zur diesjährigen Grippeimpfung",Vertrauen,love,
Wie es um den Fortschritt bei der Energiewende steht,Unklar,neutral,
Hooligan-Alarm in Basel!,Antizipation,enthusiasm,
Glückspilz sahnt dank Steuer-Rückzahlung im Casino ab,Freude,happiness,
Chinesischer Technologieriese Huawei trotz Gegenwind,Ärger,anger,
Stehen China und die USA vor einem bewaffneten Konflikt?,Antizipation,enthusiasm,
Herausforderung für die Bildung: Digitalisierung und Migration,Unklar,neutral,
Mehr als 1000 russische Athleten in Doping-Skandal verwickelt!,Ärger,anger,
Verschlafen die Banken die Digitalisierung?,Überraschung,surprise,
«Kann den Trophäenkult nicht nachvollziehen»,Traurigkeit,sadness,
Kapitalismus fürs Klima: Die Jugend hat recht,Antizipation,enthusiasm,
"Ein WC für Frau, Mann und Batman",Antizipation,enthusiasm,
Wieso plötzlich alle in Deutschland den Mindestlohn toll finden,Ärger,anger,
«Frauenquote? Brauchen wir nicht!»,Freude,happiness,
Pauschaltarife wie das GA und die Autobahnvignette gehören abgeschafft,Antizipation,enthusiasm,
Tausende Abtreibungsgegner gehen in Spanien auf die Strasse,Antizipation,enthusiasm,
AHV-Reform belastet vor allem die Jungen,Traurigkeit,sadness,
Das Parlament ist noch immer weitgehend ein Männerklub – bei den Wahlen 2019 soll sich das ändern,Überraschung,surprise,
Gewalttätige Männer entzweien linke Frauen,Ärger,anger,
Klimawandel? Mir fehlt der Glaube,Unklar,neutral,
Die Trends und Herausforderungen im Steuerbereich,Überraschung,surprise,
Regierung will keine Extrawurst für Stadt-Läden,Antizipation,enthusiasm,
Begreifen die Autofahrer es endlich?,Angst,worry,
Nationalratskommission gegen CO2-Abgabe auf Flugtickets,Antizipation,enthusiasm,
Hormone sind schuld!,Traurigkeit,sadness,
Vertreibt die EU Google aus der Schweiz?,Antizipation,enthusiasm,
Kraftwerke sollen CO2 im Inland kompensieren,Antizipation,enthusiasm,
UBS startet Hotline für Opfer von sexueller Belästigung,Vertrauen,love,
Randalierer droht Gefängnis,Vertrauen,love,
Nach Globegarden-Fall: Weshalb Bürgerliche genau das Gegenteil von strengeren Vorschriften in der externen Kinderbetreuung fordern,Antizipation,enthusiasm,
Des Bischofs rechte Hand will die «Staatskirche» abschaffen – und verärgert viele Mitkatholiken,Antizipation,enthusiasm,
Lidl zahlt 100 Franken mehr Mindestlohn,Vertrauen,love,
Keine Besteuerung von Flugtreibstoffen,Antizipation,enthusiasm,
Datenschutzoptionen bei Google nun einfacher zu bedienen,Vertrauen,love,
Die grossen Festspiele der Dopingsünder?,Überraschung,surprise,
Kantone sparen 381 Millionen Franken bei der Bildung,Traurigkeit,sadness,
Warum so viele Influencer werden wollen,Antizipation,enthusiasm,
"Das CO2-Gesetz leistet einiges, doch nicht alles",Antizipation,enthusiasm,
Googles China-Pläne sorgen für Widerstand unter den Mitarbeitern,Überraschung,surprise,
«Buzz» Aldrin veröffenlicht Einfuhr-Formular für Mondstaub,Unklar,neutral,
Wendet sich die Stimmung gegen den Computerspielsektor?,Angst,worry,
So werden wir 140 Jahre alt,Überraschung,surprise,
Die Öffnung der Ehe für schwule und lesbische Paare ist überfällig,Antizipation,enthusiasm,
US-Justizministerium wirft Fergusons Polizei Rassismus vor,Ekel,hate,
Emotional bereits ausgestiegen,Antizipation,enthusiasm,
Späte Beichte bringt Google mächtig Ärger,Überraschung,surprise,
Eigenverantwortung nur für die anderen,Angst,worry,
Statt ein Basiseinkommen will Finnland nun eine Sozialpauschale testen,Überraschung,surprise,
US-Justizministerium wirft Fergusons Polizei Rassismus vor,Ärger,anger,
Ist Staatsverschuldung eine Frage der Staatsräson oder das Ergebnis von Verteilungskonflikten?,Unklar,neutral,
Indien macht muslimische «Instant-Scheidung» strafbar,Unklar,neutral,
Warum die Schuldenbremse wichtig ist,Unklar,neutral,
"Es fehlen 1,7 Milliarden Dollar",Traurigkeit,sadness,
Dank Genschere ohne Erbschäden ins Leben,Antizipation,enthusiasm,
Dopingsünder können aufatmen!,Überraschung,surprise,
"USA macht den ersten Schritt, um Kinderehen zu verbieten",Überraschung,surprise,
Dignitas-Chef: Politiker wollen Sterbehilfe verhindern,Ärger,anger,
Die SVP drängt die Schweiz nach links,Antizipation,enthusiasm,
Befragte lehnen die Reform der Altersvorsorge knapp ab,Unklar,neutral,
"Es gibt immer noch Wege, die globale Erwärmung auf 1,5 Grad zu begrenzen. Ein Apollo-Programm tut not",Unklar,neutral,
Zuwanderung: Schweiz bis nach Briten-Referendum in der Zwangspause,Antizipation,enthusiasm,
SP-Nationalrat Nordmann: «Die AKW-Betreiber wollen bloss ihre Beiträge kürzen»,Unklar,neutral,
«Sie können ungestraft töten»,Antizipation,enthusiasm,
Sind Doping-Tests bei Olympia manipulierbar?,Überraschung,surprise,
Schwule und Lesben dürfen Stiefkinder adoptieren,Vertrauen,love,
Mehrere US-Staaten stimmen für Legalisierung von Marihuana,Vertrauen,love,
